"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"STRAVVS.nlogo"
"system1"
"09/11/2026 12:05:01:511 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","init-file","input-file?","[step]","table:get things-ordered ""A""","table:get things-ordered ""B""","table:get things-ordered ""C""","table:get things-made ""A""","table:get things-made ""B""","table:get things-made ""C""","table:get things-delivered ""A""","table:get things-delivered ""B""","table:get things-delivered ""C""","table:get things-imported ""A""","table:get things-imported ""B""","table:get things-imported ""C""","table:get things-consumed ""A""","table:get things-consumed ""B""","table:get things-consumed ""C""","table:get things-run ""Process1"""
"4","system1/inits.txt","true","60","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"6","system1/inits.txt","true","53","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"2","system1/inits.txt","true","22","2","1","1","<WrappedExtensionException>","<WrappedExtensionException>","1","2","1","1","2","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","1","1"
"5","system1/inits.txt","true","48","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"7","system1/inits.txt","true","25","2","1","1","<WrappedExtensionException>","<WrappedExtensionException>","1","2","1","1","2","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","1","1"
"4","system1/inits.txt","true","61","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"9","system1/inits.txt","true","23","2","1","1","<WrappedExtensionException>","<WrappedExtensionException>","1","2","1","1","2","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","1","1"
"3","system1/inits.txt","true","62","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"1","system1/inits.txt","true","48","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"6","system1/inits.txt","true","54","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"8","system1/inits.txt","true","59","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"4","system1/inits.txt","true","62","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"2","system1/inits.txt","true","23","2","1","1","<WrappedExtensionException>","<WrappedExtensionException>","1","2","1","1","2","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","1","1"
"5","system1/inits.txt","true","49","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"9","system1/inits.txt","true","24","2","1","1","<WrappedExtensionException>","<WrappedExtensionException>","1","2","1","1","2","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","1","1"
"7","system1/inits.txt","true","26","2","1","1","<WrappedExtensionException>","<WrappedExtensionException>","1","2","1","1","2","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","1","1"
"1","system1/inits.txt","true","49","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"3","system1/inits.txt","true","63","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"5","system1/inits.txt","true","50","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"8","system1/inits.txt","true","60","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"4","system1/inits.txt","true","63","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"6","system1/inits.txt","true","55","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"9","system1/inits.txt","true","25","2","1","1","<WrappedExtensionException>","<WrappedExtensionException>","1","2","1","1","2","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","1","1"
"1","system1/inits.txt","true","50","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"8","system1/inits.txt","true","61","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"2","system1/inits.txt","true","24","2","1","1","<WrappedExtensionException>","<WrappedExtensionException>","1","2","1","1","2","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","1","1"
"6","system1/inits.txt","true","56","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"7","system1/inits.txt","true","27","2","1","1","<WrappedExtensionException>","<WrappedExtensionException>","1","2","1","1","2","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","1","1"
"5","system1/inits.txt","true","51","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"9","system1/inits.txt","true","26","2","1","1","<WrappedExtensionException>","<WrappedExtensionException>","1","2","1","1","2","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","1","1"
"4","system1/inits.txt","true","64","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"3","system1/inits.txt","true","64","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"6","system1/inits.txt","true","57","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
"5","system1/inits.txt","true","52","<WrappedExtensionException>","<WrappedExtensionException>","1","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>","<WrappedExtensionException>","0","<WrappedExtensionException>"
